"country","support_id","estimator","term","estimate","std_error","ci_low","ci_high","df","pv_count","brr_replicate_count","fay_coefficient","fay_variance_multiplier","fay_multiplier_formula","fay_multiplier_matches_formula","replicate_weight_role","pipeline_b_final_replicates_allowed","weight_col_full_sample","weight_col_cdirect_stack","weighting_regime","weight_scaling_rule","scaling_method","row_support_hash","target_hash","Sigma_target_hash","sigma_min_eigenvalue","n_rows","n_schools","model_formula","target_source","target_policy"
"USA","EST-01","BRR-Fay external design target","b_Intercept",500.235087937319,1.28609729140878,497.656595720169,502.81358015447,53.979529130156,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","b84ea064535afeb1c7de9507b8f3ab876b3c73dfde82bc4068b3cb67bb8c86c4","a179a1e23064cad7fb9ea82dd09c963a2fc4ded9affe7179fc37c9f461faaa30","9b23c69e70eff6e302038c83dc636be7091f155537ce64827073607e2006de28",1.4070658838017,4342,150,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
"USA","EST-01","BRR-Fay external design target","b_ESCS_within",25.11983259351,1.96286158477049,21.2600213887455,28.9796437982746,368.613276972137,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","b84ea064535afeb1c7de9507b8f3ab876b3c73dfde82bc4068b3cb67bb8c86c4","a179a1e23064cad7fb9ea82dd09c963a2fc4ded9affe7179fc37c9f461faaa30","9b23c69e70eff6e302038c83dc636be7091f155537ce64827073607e2006de28",1.4070658838017,4342,150,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
"USA","EST-01","BRR-Fay external design target","b_ESCS_between",70.6348617090094,2.89864647172436,64.850570685398,76.4191527326207,67.9143766120229,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","b84ea064535afeb1c7de9507b8f3ab876b3c73dfde82bc4068b3cb67bb8c86c4","a179a1e23064cad7fb9ea82dd09c963a2fc4ded9affe7179fc37c9f461faaa30","9b23c69e70eff6e302038c83dc636be7091f155537ce64827073607e2006de28",1.4070658838017,4342,150,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
"KOR","EST-01","BRR-Fay external design target","b_Intercept",495.675793934499,1.71385591489552,492.117060228115,499.234527640883,21.5391808905738,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","83a91d9a89811d0e6d9c4a0ac431686aef918ccc19f536b3a7792da0caefb7d7","702ad83522c4485a81d0a04aeca379e614b165c4505500907b2e9746733737da","0507b617f997407ae6b0b294f3acd36fcb6b813545d69adb86f09329d19a78e3",1.39547000003267,6391,186,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
"KOR","EST-01","BRR-Fay external design target","b_ESCS_within",27.8853755764867,2.66028854163081,22.64132837082,33.1294227821535,211.710447390407,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","83a91d9a89811d0e6d9c4a0ac431686aef918ccc19f536b3a7792da0caefb7d7","702ad83522c4485a81d0a04aeca379e614b165c4505500907b2e9746733737da","0507b617f997407ae6b0b294f3acd36fcb6b813545d69adb86f09329d19a78e3",1.39547000003267,6391,186,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
"KOR","EST-01","BRR-Fay external design target","b_ESCS_between",94.2165596082411,3.15035015501511,87.7606815557407,100.672437660741,27.7445075314974,10,80,0.5,0.05,"1 / (R * (1 - k)^2)",TRUE,"external_design_variance_only",FALSE,"W_FSTUWT","w_norm_sample","declared_full_sample_stage_decomposition","sns01_stagewise_sample_normalized","sns01_stagewise_sample_normalized","83a91d9a89811d0e6d9c4a0ac431686aef918ccc19f536b3a7792da0caefb7d7","702ad83522c4485a81d0a04aeca379e614b165c4505500907b2e9746733737da","0507b617f997407ae6b0b294f3acd36fcb6b813545d69adb86f09329d19a78e3",1.39547000003267,6391,186,"OUTCOME ~ ESCS_within + ESCS_between + (1 | school_id_model)","pisa_brr_fay_final_replicate_rubin_external_design_target","external_design_variance_only_brr_fay_rubin_confirmatory_target"
